# t_s cur_mA v_mV APSS_sd APSS_xosd APSS_xopct APSS_cores LPASS_sd LPASS_xosd LPASS_xopct LPASS_cores MPSS_sd MPSS_xosd MPSS_xopct MPSS_cores PRONTO_sd PRONTO_xosd PRONTO_xopct PRONTO_cores edge_irq_per_s modem_irq_per_s
2 56 4279 20 0 0 0x1 0 0 0 0x0 6 6 66 0x0 20 20 86 0x0  154 0
4 180 4250 25 0 0 0x1 0 0 0 0x0 6 6 79 0x0 20 20 80 0x0  10 0
6 53 4270 33 0 0 0x1 0 0 0 0x0 3 3 54 0x1 21 21 86 0x0  26 0
8 70 4261 32 0 0 0x1 0 0 0 0x0 5 5 47 0x0 21 21 84 0x0  58 0
10 53 4272 18 0 0 0x1 0 0 0 0x0 6 6 93 0x1 20 20 85 0x0  21 0
12 67 4258 26 0 0 0x1 0 0 0 0x0 4 4 40 0x0 20 20 90 0x1  42 0
14 52 4272 34 0 0 0x1 0 0 0 0x0 6 6 79 0x0 20 20 86 0x1  43 0
16 213 4215 20 0 0 0x1 0 0 0 0x0 4 4 66 0x1 20 20 86 0x1  7 0
18 66 4266 24 0 0 0x1 0 0 0 0x0 5 5 48 0x0 21 21 86 0x0  45 0
20 155 4248 20 0 0 0x1 0 0 0 0x0 7 7 86 0x1 20 20 82 0x0  59 0
22 188 4236 24 0 0 0x1 0 0 0 0x0 4 4 38 0x0 20 20 85 0x0  14 0
24 129 4236 30 0 0 0x1 0 0 0 0x0 6 6 92 0x1 20 20 87 0x1  122 0
26 264 4220 10 0 0 0x1 0 0 0 0x0 6 6 79 0x1 8 8 15 0x0  27 0
28 104 4251 22 0 0 0x1 0 0 0 0x0 4 4 39 0x0 7 7 20 0x1  7 0
30 54 4263 31 0 0 0x1 0 0 0 0x0 7 7 93 0x0 17 17 63 0x0  72 0
32 160 4221 24 0 0 0x1 0 0 0 0x0 3 3 53 0x1 20 20 85 0x0  19 0
34 53 4264 29 0 0 0x1 0 0 0 0x0 6 6 61 0x0 21 21 90 0x0  44 0
36 52 4267 21 0 0 0x1 0 0 0 0x0 6 6 82 0x0 20 20 86 0x0  57 0
38 75 4263 34 0 0 0x1 0 0 0 0x0 3 3 47 0x1 22 22 85 0x0  5 0
40 115 4247 29 0 0 0x1 0 0 0 0x0 7 7 84 0x0 20 20 84 0x0  23 0
42 154 4238 16 0 0 0x1 0 0 0 0x0 4 4 71 0x1 19 19 85 0x1  34 0
44 102 4256 12 0 0 0x1 0 0 0 0x0 6 6 67 0x0 20 20 79 0x0  32 0
46 57 4265 29 0 0 0x1 0 0 0 0x0 6 6 81 0x0 20 20 86 0x0  19 0
48 153 4219 34 0 0 0x1 0 0 0 0x0 0 0 14 0x1 21 21 77 0x0  82 0
50 158 4247 18 0 0 0x1 0 0 0 0x0 6 6 61 0x0 20 20 90 0x1  30 0
52 211 4228 28 0 0 0x1 0 0 0 0x0 6 6 75 0x1 20 20 87 0x1  6 0
54 177 4239 25 0 0 0x1 0 0 0 0x0 5 5 52 0x0 22 22 87 0x0  49 0
56 58 4263 24 0 0 0x1 0 0 0 0x0 6 6 93 0x1 20 20 85 0x0  24 0
58 230 4214 20 0 0 0x1 0 0 0 0x0 4 4 39 0x0 15 15 65 0x1  22 0
60 210 4220 19 0 0 0x1 0 0 0 0x0 5 5 78 0x1 10 10 21 0x1  78 0
62 113 4253 21 0 0 0x1 0 0 0 0x0 5 5 50 0x0 11 11 22 0x0  18 0
64 62 4254 13 0 0 0x1 0 0 0 0x0 3 3 37 0x0 20 20 86 0x0  56 0
66 53 4261 28 0 0 0x1 0 0 0 0x0 7 7 93 0x0 21 21 85 0x0  55 0
68 283 4216 30 0 0 0x1 0 0 0 0x0 4 4 70 0x1 20 20 86 0x0  12 0
70 52 4261 28 0 0 0x1 0 0 0 0x0 5 5 53 0x0 20 20 87 0x0  16 0
72 117 4259 27 0 0 0x1 0 0 0 0x0 7 7 92 0x0 20 20 83 0x0  46 0
74 163 4228 14 0 0 0x1 0 0 0 0x0 2 2 40 0x1 20 20 86 0x0  21 0
76 168 4238 26 0 0 0x1 0 0 0 0x0 6 6 66 0x0 20 20 91 0x1  19 0
78 148 4242 13 0 0 0x1 0 0 0 0x0 6 6 81 0x0 21 21 84 0x0  57 0
80 52 4260 14 0 0 0x1 0 0 0 0x0 3 3 40 0x0 20 20 86 0x0  22 0
82 52 4261 23 0 0 0x1 0 0 0 0x0 8 8 87 0x0 20 20 87 0x0  12 0
84 176 4224 7 0 0 0x1 0 0 0 0x0 4 4 66 0x1 21 21 85 0x0  103 0
86 155 4245 20 0 0 0x1 0 0 0 0x0 6 6 62 0x0 20 20 83 0x0  7 0
88 70 4256 40 0 0 0x1 0 0 0 0x0 6 6 79 0x0 20 20 83 0x0  53 0
90 135 4228 19 0 0 0x1 0 0 0 0x0 4 4 51 0x0 20 20 84 0x0  72 0
92 158 4236 22 0 0 0x1 0 0 0 0x0 6 6 80 0x0 14 14 52 0x1  12 0
94 239 4223 23 0 0 0x1 0 0 0 0x0 6 6 96 0x1 9 9 20 0x1  40 0
96 52 4256 32 0 0 0x1 0 0 0 0x0 4 4 32 0x0 11 11 32 0x0  64 0
98 53 4259 29 0 0 0x1 0 0 0 0x0 6 6 84 0x0 20 20 84 0x0  15 0
100 158 4228 13 0 0 0x1 0 0 0 0x0 4 4 69 0x1 20 20 83 0x0  24 0
102 66 4248 37 0 0 0x1 0 0 0 0x0 6 6 64 0x0 20 20 83 0x0  39 0
104 146 4243 31 0 0 0x1 0 0 0 0x0 7 7 92 0x0 20 20 85 0x0  19 0
106 91 4256 19 0 0 0x1 0 0 0 0x0 3 3 39 0x0 20 20 91 0x1  7 0
108 63 4254 21 0 0 0x1 0 0 0 0x0 6 6 93 0x1 21 21 81 0x1  47 0
110 130 4251 15 0 0 0x1 0 0 0 0x0 7 7 73 0x1 20 20 87 0x1  26 0
112 53 4258 24 0 0 0x1 0 0 0 0x0 4 4 38 0x0 21 20 87 0x0  7 0
114 65 4257 18 0 0 0x1 0 0 0 0x0 7 7 92 0x0 21 22 85 0x0  71 0
116 161 4226 19 0 0 0x1 0 0 0 0x0 3 3 53 0x1 20 20 85 0x0  27 0
118 119 4244 12 0 0 0x1 0 0 0 0x0 6 6 78 0x1 20 20 84 0x0  44 0
120 63 4255 17 0 0 0x1 0 0 0 0x0 7 7 80 0x0 20 20 84 0x0  102 0
122 87 4242 14 0 0 0x1 0 0 0 0x0 3 3 37 0x0 20 20 86 0x0  20 0
124 103 4250 24 0 0 0x1 0 0 0 0x0 7 7 93 0x0 21 21 86 0x0  52 0
126 247 4211 25 0 0 0x1 0 0 0 0x0 5 5 80 0x1 9 9 35 0x1  54 0
128 101 4244 15 0 0 0x1 0 0 0 0x0 5 5 52 0x0 7 7 19 0x1  18 0
130 53 4257 27 0 0 0x1 0 0 0 0x0 6 6 80 0x0 15 15 56 0x1  19 0
132 173 4223 36 0 0 0x1 0 0 0 0x0 3 3 56 0x1 21 20 85 0x0  54 0
134 63 4255 12 0 0 0x1 0 0 0 0x0 7 7 82 0x0 20 21 87 0x0  28 0
136 140 4235 26 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 84 0x1  5 0
138 53 4256 26 0 0 0x1 0 0 0 0x0 4 4 54 0x0 21 21 87 0x0  41 0
140 237 4234 27 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 86 0x0  15 0
142 261 4201 19 0 0 0x1 0 0 0 0x0 5 5 79 0x1 21 21 85 0x0  15 0
144 58 4251 18 0 0 0x1 0 0 0 0x0 5 5 52 0x0 20 20 84 0x0  91 0
146 54 4258 35 0 0 0x1 0 0 0 0x0 6 6 81 0x0 20 20 85 0x0  12 0
148 58 4235 11 0 0 0x1 0 0 0 0x0 4 4 55 0x0 18 18 73 0x0  41 0
150 98 4246 38 0 0 0x1 0 0 0 0x0 6 6 77 0x0 20 20 86 0x0  46 0
152 62 4251 17 0 0 0x1 0 0 0 0x0 4 4 54 0x0 20 20 90 0x1  23 0
154 156 4235 5 0 0 0x1 0 0 0 0x0 3 3 38 0x0 22 22 85 0x0  41 0
156 163 4225 36 0 0 0x1 0 0 0 0x0 4 4 66 0x1 20 20 87 0x0  60 0
158 170 4210 21 0 0 0x1 0 0 0 0x0 3 3 31 0x1 18 18 80 0x1  27 0
160 107 4243 30 0 0 0x1 0 0 0 0x0 6 6 65 0x0 8 8 19 0x1  10 0
