# uptime_s cap_pct v_uV cur_uA temp_dC bl_power status
33043.51 94 4141681 -154724 270 4 Discharging
33053.58 94 4116183 -297699 270 4 Discharging
33063.64 94 4152191 -151825 270 4 Discharging
33073.72 94 4166400 -62713 270 4 Discharging
33083.79 94 4166400 -63324 270 4 Discharging
33093.86 94 4166984 -53558 270 4 Discharging
33103.93 94 4154916 -96283 270 4 Discharging
33114.00 94 4132338 -160064 270 4 Discharging
33124.08 94 4165621 -64392 270 4 Discharging
33134.14 94 4170292 -54931 270 4 Discharging
33144.22 94 4144406 -170898 270 4 Discharging
33154.31 94 4158420 -61950 270 4 Discharging
33164.38 94 4165426 -54931 270 4 Discharging
33174.47 94 4160171 -53253 270 4 Discharging
33184.54 94 4130781 -174560 270 4 Discharging
33194.59 94 4157446 -71106 270 4 Discharging
33204.66 94 4168346 -54473 270 4 Discharging
33214.77 94 4164453 -67596 270 4 Discharging
33224.83 94 4134868 -192871 270 4 Discharging
33234.90 94 4162702 -81939 270 4 Discharging
33245.00 94 4147325 -97198 270 4 Discharging
33255.08 94 4127667 -295868 270 4 Discharging
33265.15 94 4165232 -63476 270 4 Discharging
33275.21 94 4167178 -54321 270 4 Discharging
33285.29 94 4165426 -54626 270 4 Discharging
33295.36 94 4149466 -108490 270 4 Discharging
33305.44 94 4162118 -54016 270 4 Discharging
33315.51 94 4136426 -158538 270 4 Discharging
33325.58 94 4122412 -278167 270 4 Discharging
33335.65 94 4152970 -178985 270 4 Discharging
33345.74 94 4166594 -54016 270 4 Discharging
33355.81 94 4165816 -53710 270 4 Discharging
33365.88 94 4164453 -53558 270 4 Discharging
33375.95 94 4159782 -54473 270 4 Discharging
33386.03 94 4134479 -191650 270 4 Discharging
33396.10 94 4118130 -220489 270 4 Discharging
33406.16 94 4166594 -53863 270 4 Discharging
33416.23 94 4166789 -53100 270 4 Discharging
33426.30 94 4166400 -55236 270 4 Discharging
33436.38 94 4151996 -110931 270 4 Discharging
33446.44 94 4163091 -95825 270 4 Discharging
33456.52 94 4123774 -238800 270 4 Discharging
33466.59 94 4096330 -380707 271 4 Discharging
33476.65 94 4154916 -93231 270 4 Discharging
33486.74 94 4136231 -152893 270 4 Discharging
33496.81 94 4124553 -195922 270 4 Discharging
33506.89 94 4129029 -175171 270 4 Discharging
33516.98 94 4133895 -165710 270 4 Discharging
33527.05 94 4125526 -198364 270 4 Discharging
33537.13 94 4159977 -68512 270 4 Discharging
33547.19 94 4163091 -61798 270 4 Discharging
33557.28 94 4160366 -58136 270 4 Discharging
33567.35 94 4159003 -55236 270 4 Discharging
33577.43 94 4138567 -175018 270 4 Discharging
33587.53 94 4128835 -174102 270 4 Discharging
33597.59 94 4131754 -169983 270 4 Discharging
33607.66 94 4105868 -255279 270 4 Discharging
33617.76 94 4152775 -77209 270 4 Discharging
33627.84 94 4160561 -53253 270 4 Discharging
33637.91 94 4139929 -123901 270 4 Discharging
33647.98 94 4156084 -64239 270 4 Discharging
33658.06 94 4122412 -243225 270 4 Discharging
33668.14 94 4131754 -161132 270 4 Discharging
33678.23 94 4116378 -211334 270 4 Discharging
33688.29 94 4126499 -180206 270 4 Discharging
33698.36 94 4145379 -130004 270 4 Discharging
33708.44 94 4143043 -107116 270 4 Discharging
33718.52 93 4108398 -244445 270 4 Discharging
33728.60 93 4141291 -148162 270 4 Discharging
33738.68 93 4143627 -79650 270 4 Discharging
33748.75 93 4112874 -222320 270 4 Discharging
33758.84 93 4119881 -232696 270 4 Discharging
33768.91 93 4156862 -54931 270 4 Discharging
33778.99 93 4153359 -73394 270 4 Discharging
33789.07 93 4153554 -64697 270 4 Discharging
33799.13 93 4128445 -256195 270 4 Discharging
33809.19 93 4132727 -111999 270 4 Discharging
33819.28 93 4126499 -170593 270 4 Discharging
33829.34 93 4155500 -64086 270 4 Discharging
33839.40 93 4155111 -103454 270 4 Discharging
33849.48 93 4156862 -69885 270 4 Discharging
33859.56 93 4148104 -97351 270 4 Discharging
33869.64 93 4127667 -240173 270 4 Discharging
33879.74 93 4139734 -108032 270 4 Discharging
33889.81 93 4118519 -168151 270 4 Discharging
33899.89 93 4126304 -178985 270 4 Discharging
33909.96 93 4141486 -135803 270 4 Discharging
33920.03 93 4125720 -212402 270 4 Discharging
33930.11 93 4154137 -54168 270 4 Discharging
33940.18 93 4135063 -173492 270 4 Discharging
33950.26 93 4152580 -55084 270 4 Discharging
33960.32 93 4122996 -121917 270 4 Discharging
33970.40 93 4156084 -54168 270 4 Discharging
33980.46 93 4139929 -99639 270 4 Discharging
33990.53 93 4099639 -334778 270 4 Discharging
34000.61 93 4118324 -198822 270 4 Discharging
34010.68 93 4149466 -54473 270 4 Discharging
34020.75 93 4138177 -63781 270 4 Discharging
34030.84 93 4117740 -175781 270 4 Discharging
34040.91 93 4152580 -65918 270 4 Discharging
34050.98 93 4132533 -115203 270 4 Discharging
34061.06 93 4132144 -166778 270 4 Discharging
34071.13 93 4118519 -265350 270 4 Discharging
34081.21 93 4143627 -99334 270 4 Discharging
34091.30 93 4149077 -54626 270 4 Discharging
34101.38 93 4114042 -227203 270 4 Discharging
34111.45 93 4154527 -53253 270 4 Discharging
34121.53 93 4141486 -106506 270 4 Discharging
34131.62 93 4148493 -226288 270 4 Discharging
34141.70 93 4134674 -148925 270 4 Discharging
34151.77 93 4142459 -104370 270 4 Discharging
34161.85 93 4149272 -62408 270 4 Discharging
34171.92 93 4121633 -150909 270 4 Discharging
34181.99 93 4114237 -256805 270 4 Discharging
34192.07 93 4150050 -54168 270 4 Discharging
34202.15 93 4151802 -54779 270 4 Discharging
34212.23 93 4136426 -321350 270 4 Discharging
34222.29 93 4136620 -107421 270 4 Discharging
34232.38 93 4142654 -84075 270 4 Discharging
34242.46 93 4118908 -191497 270 4 Discharging
34252.53 93 4150634 -57678 270 4 Discharging
34262.61 93 4148104 -63476 269 4 Discharging
34272.69 93 4148882 -54168 270 4 Discharging
34282.77 93 4123774 -181732 270 4 Discharging
34292.85 93 4134868 -108642 270 4 Discharging
34302.91 93 4147909 -61645 269 4 Discharging
34312.99 93 4119103 -155487 270 4 Discharging
34323.05 93 4105089 -234680 270 4 Discharging
34333.12 93 4141681 -83465 269 4 Discharging
34343.20 93 4141681 -83007 269 4 Discharging
34353.45 93 4146157 -89416 269 4 Discharging
34363.52 93 4128445 -151825 269 4 Discharging
34373.59 93 4146157 -54473 270 4 Discharging
34383.67 93 4134868 -85144 269 4 Discharging
34393.75 93 4113264 -236358 270 4 Discharging
34403.82 93 4147520 -54931 270 4 Discharging
34413.89 93 4122801 -237579 269 4 Discharging
34423.97 93 4141291 -116424 270 4 Discharging
34434.03 93 4145963 -54931 269 4 Discharging
34444.10 93 4127667 -123748 270 4 Discharging
34454.20 93 4135452 -63781 270 4 Discharging
34464.27 93 4095357 -235748 270 4 Discharging
34474.33 93 4115794 -182800 270 4 Discharging
34484.40 93 4120660 -180206 269 4 Discharging
34494.49 93 4148104 -53100 270 4 Discharging
34504.58 93 4139345 -83618 270 4 Discharging
34514.64 93 4139150 -83923 270 4 Discharging
34524.73 93 4146352 -54168 270 4 Discharging
34534.80 93 4131754 -64086 270 4 Discharging
34544.87 93 4113848 -153656 270 4 Discharging
34554.95 93 4126694 -164947 270 4 Discharging
34565.04 93 4144211 -63934 270 4 Discharging
34575.11 93 4144211 -54931 270 4 Discharging
34585.18 92 4146157 -54168 270 4 Discharging
34595.27 92 4143043 -81329 270 4 Discharging
34605.33 92 4140513 -54168 269 4 Discharging
34615.40 92 4112680 -155181 270 4 Discharging
34625.46 92 4114432 -194091 269 4 Discharging
34635.55 92 4080565 -287018 270 4 Discharging
34645.62 92 4114821 -182495 270 4 Discharging
34655.69 92 4112096 -178680 270 4 Discharging
34665.77 92 4135452 -84228 270 4 Discharging
34675.85 92 4127667 -101013 269 4 Discharging
34685.92 92 4113069 -163574 270 4 Discharging
34695.98 92 4121244 -182342 270 4 Discharging
34706.07 92 4127472 -99029 270 4 Discharging
34716.15 92 4126499 -168304 269 4 Discharging
34726.25 92 4142849 -54626 270 4 Discharging
34736.35 92 4141291 -54473 269 4 Discharging
34746.42 92 4138177 -57525 270 4 Discharging
34756.49 92 4098277 -197906 270 4 Discharging
34766.57 92 4122217 -171508 270 4 Discharging
34776.64 92 4123774 -140075 269 4 Discharging
34786.73 92 4141875 -54931 269 4 Discharging
34796.80 92 4143238 -52795 269 4 Discharging
34806.89 92 4126694 -198364 270 4 Discharging
34816.96 92 4141097 -53863 270 4 Discharging
34827.05 92 4139150 -62408 269 4 Discharging
34837.14 92 4110344 -163116 270 4 Discharging
34847.20 92 4114042 -156860 270 4 Discharging
34857.27 92 4115989 -141906 270 4 Discharging
34867.33 92 4138956 -63629 269 4 Discharging
34877.40 92 4111707 -149078 269 4 Discharging
34887.47 92 4135452 -107421 269 4 Discharging
34897.54 92 4138761 -54016 269 4 Discharging
34907.62 92 4107035 -166931 270 4 Discharging
34917.70 92 4138956 -85144 270 4 Discharging
34927.77 92 4132922 -83923 270 4 Discharging
34937.85 92 4122217 -90179 269 4 Discharging
34947.92 92 4104116 -210418 270 4 Discharging
34957.98 92 4125720 -56915 269 4 Discharging
34968.07 92 4128445 -75073 270 4 Discharging
34978.15 92 4091464 -227356 270 4 Discharging
34988.21 92 4139734 -54016 270 4 Discharging
34998.27 92 4138567 -58746 269 4 Discharging
35008.37 92 4139734 -54168 270 4 Discharging
35018.44 92 4126110 -153808 269 4 Discharging
35028.51 92 4136620 -55084 270 4 Discharging
35038.60 92 4109955 -181579 269 4 Discharging
35048.69 92 4104505 -200805 269 4 Discharging
35058.76 92 4097693 -210113 270 4 Discharging
35068.85 92 4092632 -219421 270 4 Discharging
35078.92 92 4111707 -134124 269 4 Discharging
35088.99 92 4135842 -54626 269 4 Discharging
35099.06 92 4133701 -54168 269 4 Discharging
35109.15 92 4131365 -54779 269 4 Discharging
35119.24 92 4120271 -126342 270 4 Discharging
35129.30 92 4124747 -64086 269 4 Discharging
35139.38 92 4103337 -211181 270 4 Discharging
35149.44 92 4134674 -54626 269 4 Discharging
35159.52 92 4117351 -152740 269 4 Discharging
35169.61 92 4130197 -64849 269 4 Discharging
35179.68 92 4102948 -144653 270 4 Discharging
35189.76 92 4108787 -160522 269 4 Discharging
35199.85 92 4128445 -77667 269 4 Discharging
35209.92 92 4104894 -158233 270 4 Discharging
35219.99 92 4126499 -79956 270 4 Discharging
35230.06 92 4131754 -64392 269 4 Discharging
35240.16 92 4131170 -54626 269 4 Discharging
35250.23 92 4132922 -54626 269 4 Discharging
35260.29 92 4131365 -63934 269 4 Discharging
35270.38 92 4119687 -100402 269 4 Discharging
35280.46 92 4124747 -65612 269 4 Discharging
35290.54 92 4088350 -214386 270 4 Discharging
35300.62 92 4133701 -54473 269 4 Discharging
35310.72 92 4125137 -99029 269 4 Discharging
35320.79 92 4110539 -172271 269 4 Discharging
35330.87 92 4121828 -154419 269 4 Discharging
35340.96 92 4133311 -54016 269 4 Discharging
35351.04 92 4121633 -145416 269 4 Discharging
35361.12 92 4078424 -225677 270 4 Discharging
35371.21 92 4123579 -98419 269 4 Discharging
35381.28 92 4131754 -54473 269 4 Discharging
35391.37 92 4117546 -97656 269 4 Discharging
35401.44 92 4131754 -54321 269 4 Discharging
35411.52 92 4125720 -114746 269 4 Discharging
35421.60 92 4127861 -55389 269 4 Discharging
35431.68 92 4093021 -224151 270 4 Discharging
35441.76 92 4121633 -138549 269 4 Discharging
35451.85 92 4122217 -98724 270 4 Discharging
35461.91 92 4087766 -238952 269 4 Discharging
35471.99 92 4123774 -105285 269 4 Discharging
35482.09 92 4129224 -55236 269 4 Discharging
35492.16 92 4122996 -96740 269 4 Discharging
35502.24 92 4096136 -169372 270 4 Discharging
35512.31 92 4127083 -107269 269 4 Discharging
35522.38 92 4129224 -54321 269 4 Discharging
35532.44 92 4070833 -356292 269 4 Discharging
35542.52 92 4127667 -63324 269 4 Discharging
35552.60 92 4110150 -136566 269 4 Discharging
35562.67 92 4125526 -62866 269 4 Discharging
35572.74 92 4093411 -215759 270 4 Discharging
35582.82 92 4128251 -53558 270 4 Discharging
35592.89 91 4119492 -82702 269 4 Discharging
35602.96 91 4100028 -223236 269 4 Discharging
35613.03 91 4123190 -101013 269 4 Discharging
35623.10 91 4126694 -54626 270 4 Discharging
35633.16 91 4076867 -239868 270 4 Discharging
35643.23 91 4095162 -169372 270 4 Discharging
35653.31 91 4081538 -237732 270 4 Discharging
35663.38 91 4125720 -54931 269 4 Discharging
35673.46 91 4102559 -194549 269 4 Discharging
35683.55 91 4128056 -54321 269 4 Discharging
35693.63 91 4119297 -98419 269 4 Discharging
35703.71 91 4109566 -108184 269 4 Discharging
35713.79 91 4070833 -282898 270 4 Discharging
35723.86 91 4126888 -53100 269 4 Discharging
35733.93 91 4112485 -118408 269 4 Discharging
35744.00 91 4099639 -180359 269 4 Discharging
35754.10 91 4118324 -100860 269 4 Discharging
35764.16 91 4119297 -83923 269 4 Discharging
35774.23 91 4099055 -116424 269 4 Discharging
35784.32 91 4093605 -156097 269 4 Discharging
35794.39 91 4054289 -357055 270 4 Discharging
35804.45 91 4086793 -169983 269 4 Discharging
35814.54 91 4088934 -201568 270 4 Discharging
35824.61 91 4088545 -219879 270 4 Discharging
35834.69 91 4082900 -194244 269 4 Discharging
35844.77 91 4079397 -221862 270 4 Discharging
35854.84 91 4112680 -76599 269 4 Discharging
35864.91 91 4093021 -163269 270 4 Discharging
35874.98 91 4089907 -199585 269 4 Discharging
35885.05 91 4105868 -149536 269 4 Discharging
35895.11 91 4115599 -89416 269 4 Discharging
35905.19 91 4119687 -64239 269 4 Discharging
35915.27 91 4113069 -68817 270 4 Discharging
35925.34 91 4121244 -54321 269 4 Discharging
35935.40 91 4081343 -230102 269 4 Discharging
35945.48 91 4106646 -111847 269 4 Discharging
35955.54 91 4105089 -154266 269 4 Discharging
35965.62 91 4124163 -54321 270 4 Discharging
35975.70 91 4114432 -105133 269 4 Discharging
35985.78 91 4122801 -54626 269 4 Discharging
35995.85 91 4118908 -55236 269 4 Discharging
36005.91 91 4107230 -121002 269 4 Discharging
36016.01 91 4073168 -209808 269 4 Discharging
36026.07 91 4122996 -54473 269 4 Discharging
36036.15 91 4110344 -133667 269 4 Discharging
36046.24 91 4108203 -101318 270 4 Discharging
36056.32 91 4114432 -106048 269 4 Discharging
36066.39 91 4103921 -155334 269 4 Discharging
36076.47 91 4103337 -82702 269 4 Discharging
36086.55 91 4086988 -166931 270 4 Discharging
36096.62 91 4096330 -163269 269 4 Discharging
36106.70 91 4115015 -55389 269 4 Discharging
36117.01 91 4104700 -328369 269 4 Discharging
36127.16 91 4115989 -64239 269 4 Discharging
36137.23 91 4119103 -54626 269 4 Discharging
36147.32 91 4091659 -179138 269 4 Discharging
36157.40 91 4088739 -157318 270 4 Discharging
36167.46 91 4112680 -75225 270 4 Discharging
36177.53 91 4113069 -136261 269 4 Discharging
36187.61 91 4116767 -54779 269 4 Discharging
36197.68 91 4111123 -83465 269 4 Discharging
36207.76 91 4112680 -84075 269 4 Discharging
36217.83 91 4065383 -288849 270 4 Discharging
36227.91 91 4087766 -162353 270 4 Discharging
36237.98 91 4110344 -162048 270 4 Discharging
36248.06 91 4118519 -54473 269 4 Discharging
36258.14 91 4099250 -155029 269 4 Discharging
36268.20 91 4117546 -54473 269 4 Discharging
36278.27 91 4117351 -54473 269 4 Discharging
36288.35 91 4079008 -208587 269 4 Discharging
36298.42 91 4079786 -156860 269 4 Discharging
36308.49 91 4082316 -173187 269 4 Discharging
36318.57 91 4117351 -55236 270 4 Discharging
36328.64 91 4116573 -54016 269 4 Discharging
36338.71 91 4097303 -144958 269 4 Discharging
36348.80 91 4102559 -105896 269 4 Discharging
36358.87 91 4082511 -202484 269 4 Discharging
36368.93 91 4101196 -147400 269 4 Discharging
36378.99 91 4072779 -206146 269 4 Discharging
36389.06 91 4096525 -207519 269 4 Discharging
36399.13 91 4101196 -111541 269 4 Discharging
36409.23 91 4113069 -63629 269 4 Discharging
36419.30 91 4094773 -144958 269 4 Discharging
36429.38 91 4086015 -194702 269 4 Discharging
36439.44 91 4070833 -205841 269 4 Discharging
36449.53 91 4066162 -227050 269 4 Discharging
36459.59 91 4099444 -112609 269 4 Discharging
36469.67 91 4108203 -96130 269 4 Discharging
36479.89 91 4114821 -54779 269 4 Discharging
36489.96 91 4114821 -55084 269 4 Discharging
36500.02 91 4103727 -100402 270 4 Discharging
36510.08 91 4091464 -140380 269 4 Discharging
36520.14 91 4067135 -200653 270 4 Discharging
36530.28 91 4111317 -54321 269 4 Discharging
36540.33 91 4093800 -139770 269 4 Discharging
36550.41 91 4111512 -55389 269 4 Discharging
36560.48 91 4107425 -63324 269 4 Discharging
36570.55 91 4076477 -179901 269 4 Discharging
36580.64 90 4079202 -222168 269 4 Discharging
36590.70 90 4054289 -290527 270 4 Discharging
36600.76 90 4111123 -70190 269 4 Discharging
36610.85 90 4109371 -67901 269 4 Discharging
36620.93 90 4100612 -147094 269 4 Discharging
36631.00 90 4092438 -116729 269 4 Discharging
36641.07 90 4082122 -187225 269 4 Discharging
36651.16 90 4080759 -167083 269 4 Discharging
36661.24 90 4067135 -252227 269 4 Discharging
36671.30 90 4110539 -104065 269 4 Discharging
36681.38 90 4101196 -108795 269 4 Discharging
36691.46 90 4110539 -54016 269 4 Discharging
36701.54 90 4071611 -290832 269 4 Discharging
36711.61 90 4091854 -177765 269 4 Discharging
36721.70 90 4098666 -108032 269 4 Discharging
36731.76 90 4061101 -233001 269 4 Discharging
36741.86 90 4102364 -98571 269 4 Discharging
36751.93 90 4108398 -64086 269 4 Discharging
36762.01 90 4078424 -200348 269 4 Discharging
36772.08 90 4093216 -109863 269 4 Discharging
36782.13 90 4082511 -242157 269 4 Discharging
36792.21 90 4079786 -157470 269 4 Discharging
36802.28 90 4056040 -279236 269 4 Discharging
36812.35 90 4108592 -54779 269 4 Discharging
36822.43 90 4104310 -99639 269 4 Discharging
36832.51 90 4107814 -54168 269 4 Discharging
36842.58 90 4097303 -99639 269 4 Discharging
36852.67 90 4078618 -192718 269 4 Discharging
36862.75 90 4107619 -66223 269 4 Discharging
36872.81 90 4093995 -69580 269 4 Discharging
36882.90 90 4078424 -168762 270 4 Discharging
36892.98 90 4091270 -140991 269 4 Discharging
36903.05 90 4100612 -100402 269 4 Discharging
36913.12 90 4104700 -53710 269 4 Discharging
36923.19 90 4081149 -216522 269 4 Discharging
36933.26 90 4098277 -84838 269 4 Discharging
36943.34 90 4089323 -111999 269 4 Discharging
36953.41 90 4069860 -182342 269 4 Discharging
36963.48 90 4067329 -215606 269 4 Discharging
36973.54 90 4072195 -117645 269 4 Discharging
36983.62 90 4067135 -193939 269 4 Discharging
36993.70 90 4090686 -120849 269 4 Discharging
37003.76 90 4097887 -122680 269 4 Discharging
37013.84 90 4098277 -83007 269 4 Discharging
37023.94 90 4098277 -64239 269 4 Discharging
37033.99 90 4081733 -156555 269 4 Discharging
37044.06 90 4093021 -163574 269 4 Discharging
37054.15 90 4094384 -116882 269 4 Discharging
37064.22 90 4096720 -107116 269 4 Discharging
37074.30 90 4105673 -53100 269 4 Discharging
37084.36 90 4088350 -178070 269 4 Discharging
37094.45 90 4093021 -59204 269 4 Discharging
37104.53 90 4072779 -163574 269 4 Discharging
37114.60 90 4088545 -108947 269 4 Discharging
37124.69 90 4071417 -235748 269 4 Discharging
37134.75 90 4093995 -159301 269 4 Discharging
37144.83 90 4101780 -70343 269 4 Discharging
