# iso_time uptime_s capacity status charge_type vbat_uV ibat_uA temp_dC usb_online usb_imax_uA usb_vbus_uV usb_real_type charge_done chgr_status_reg
2026-08-11T22:46:21Z 8147 98 Discharging N/A 4324055 -67443 250 0 0 3104 Unknown 0 47
2026-08-11T22:47:21Z 8208 98 Discharging N/A 4312766 -77362 250 0 0 1024 Unknown 0 47
2026-08-11T22:48:22Z 8268 98 Discharging N/A 4326001 -47912 249 0 0 4144 Unknown 0 47
2026-08-11T22:49:22Z 8328 98 Discharging N/A 4299336 -97961 249 0 0 2064 Unknown 0 47
2026-08-11T22:50:22Z 8389 98 Discharging N/A 4297001 -147247 248 0 0 5184 Unknown 0 47
2026-08-11T22:51:23Z 8449 98 Discharging N/A 4301866 -28228 248 0 0 2064 Unknown 0 47
2026-08-11T22:52:23Z 8509 98 Discharging N/A 4323082 -37536 248 0 0 4144 Unknown 0 47
2026-08-11T22:53:23Z 8570 98 Discharging N/A 4314129 -75225 247 0 0 1024 Unknown 0 47
2026-08-11T22:54:23Z 8630 98 Discharging N/A 4283181 -158844 247 0 0 3104 Unknown 0 47
2026-08-11T22:55:24Z 8690 98 Discharging N/A 4295443 -59814 247 0 0 4144 Unknown 0 47
2026-08-11T22:56:24Z 8750 98 Discharging N/A 4307511 -109558 246 0 0 3104 Unknown 0 47
2026-08-11T22:57:24Z 8811 98 Discharging N/A 4314907 -65307 246 0 0 3104 Unknown 0 47
2026-08-11T22:58:25Z 8871 98 Discharging N/A 4308095 -92773 246 0 0 3104 Unknown 0 47
2026-08-11T22:59:25Z 8931 98 Discharging N/A 4294860 -158691 245 0 0 6224 Unknown 0 47
2026-08-11T23:00:25Z 8992 98 Discharging N/A 4295638 -131988 245 0 0 2064 Unknown 0 47
2026-08-11T23:01:26Z 9052 98 Discharging N/A 4291745 -132141 245 0 0 0 Unknown 0 47
2026-08-11T23:02:26Z 9112 98 Discharging N/A 4322498 -55542 244 0 0 3104 Unknown 0 47
2026-08-11T23:03:26Z 9173 98 Discharging N/A 4312572 -90484 244 0 0 3104 Unknown 0 47
2026-08-11T23:04:26Z 9233 98 Discharging N/A 4324639 -60882 244 0 0 0 Unknown 0 47
2026-08-11T23:05:27Z 9293 98 Discharging N/A 4307316 -89416 244 0 0 5184 Unknown 0 47
2026-08-11T23:06:27Z 9353 98 Discharging N/A 4294276 -193481 244 0 0 3104 Unknown 0 47
