# t_s cur_mA v_mV APSS_sd APSS_xosd APSS_xopct APSS_cores LPASS_sd LPASS_xosd LPASS_xopct LPASS_cores MPSS_sd MPSS_xosd MPSS_xopct MPSS_cores PRONTO_sd PRONTO_xosd PRONTO_xopct PRONTO_cores smd_irq_total_per_s modem_irq_per_s
2 205 3865 41 0 0 0x1 0 0 0 0x0 5 5 71 0x1 20 20 86 0x0  98 0
536 137 3854 19 0 0 0x1 0 0 0 0x0 6 6 80 0x1 21 21 84 0x0  55 0
538 59 3869 39 0 0 0x1 0 0 0 0x0 7 7 86 0x0 20 20 87 0x0  17 0
540 59 3868 32 0 0 0x1 0 0 0 0x0 3 3 42 0x0 20 20 85 0x0  46 0
542 98 3861 27 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 86 0x0  33 0
544 216 3832 29 0 0 0x1 0 0 0 0x0 4 4 71 0x1 20 20 85 0x0  29 1
546 58 3867 32 0 0 0x1 0 0 0 0x0 6 6 71 0x0 20 20 85 0x0  63 1
548 67 3869 46 0 0 0x1 0 0 0 0x0 6 6 82 0x0 21 21 88 0x1  16 0
550 59 3867 30 0 0 0x1 0 0 0 0x0 4 4 54 0x0 21 21 87 0x0  9 1
552 155 3852 24 0 0 0x1 0 0 0 0x0 6 6 84 0x0 20 20 87 0x0  83 1
554 116 3860 28 0 0 0x1 0 0 0 0x0 6 6 100 0x1 20 20 85 0x0  4 0
556 115 3853 33 0 0 0x1 0 0 0 0x0 3 3 29 0x0 7 7 22 0x1  71 0
558 116 3853 30 0 0 0x1 0 0 0 0x0 6 6 86 0x0 8 8 19 0x1  61 1
560 242 3823 33 0 0 0x1 0 0 0 0x0 4 4 71 0x1 17 17 65 0x0  22 1
562 85 3866 38 0 0 0x1 0 0 0 0x0 6 6 68 0x0 20 20 83 0x0  11 0
564 73 3861 28 0 0 0x1 0 0 0 0x0 8 8 90 0x0 20 20 87 0x0  45 1
566 58 3867 40 0 0 0x1 0 0 0 0x0 3 3 34 0x0 21 21 86 0x0  22 0
568 58 3868 28 0 0 0x1 0 0 0 0x0 6 6 96 0x1 20 20 86 0x0  9 0
570 231 3833 28 0 0 0x1 0 0 0 0x0 5 5 69 0x1 22 22 90 0x0  60 0
572 64 3866 36 0 0 0x1 0 0 0 0x0 5 5 52 0x0 20 20 87 0x0  50 1
574 66 3860 30 0 0 0x1 0 0 0 0x0 7 7 96 0x0 20 20 87 0x0  5 0
576 59 3866 33 0 0 0x1 0 0 0 0x0 2 2 20 0x0 21 21 85 0x0  66 0
578 75 3865 29 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 86 0x0  6 0
580 59 3864 28 0 0 0x1 0 0 0 0x0 5 5 86 0x1 20 20 87 0x0  24 0
582 59 3867 29 0 0 0x1 0 0 0 0x0 5 5 54 0x0 20 20 86 0x0  79 0
584 69 3868 33 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 90 0x1  12 1
586 187 3832 35 0 0 0x1 0 0 0 0x0 1 1 25 0x1 20 20 86 0x1  42 0
588 114 3857 38 0 0 0x1 0 0 0 0x0 7 7 82 0x0 16 16 66 0x1  48 0
590 200 3853 30 0 0 0x1 0 0 0 0x0 6 6 85 0x0 8 8 19 0x1  33 0
592 156 3844 27 0 0 0x1 0 0 0 0x0 4 4 54 0x0 10 10 20 0x0  19 0
594 106 3861 35 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 84 0x0  47 1
596 153 3844 27 0 0 0x1 0 0 0 0x0 3 3 54 0x1 20 20 87 0x0  26 1
598 117 3857 34 0 0 0x1 0 0 0 0x0 5 5 54 0x0 20 20 87 0x0  11 1
600 73 3857 35 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 85 0x0  35 0
602 165 3832 34 0 0 0x1 0 0 0 0x0 4 4 57 0x0 21 21 84 0x0  47 1
604 58 3867 35 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 86 0x0  26 1
# window_from=2  # samples before this mark saw a lit panel
